0.159809E+01,0.758540E+20
0.159812E+01,0.748402E+20
0.159815E+01,0.750075E+20
0.159819E+01,0.760524E+20
0.159822E+01,0.763062E+20
0.159826E+01,0.758828E+20
0.159829E+01,0.754816E+20
0.159832E+01,0.737228E+20
0.159836E+01,0.725670E+20
0.159839E+01,0.732437E+20
0.159843E+01,0.733192E+20
0.159846E+01,0.674955E+20
0.159849E+01,0.585367E+20
0.159853E+01,0.576537E+20
0.159856E+01,0.642304E+20
0.159860E+01,0.688834E+20
0.159863E+01,0.706637E+20
0.159866E+01,0.713971E+20
0.159870E+01,0.729333E+20
0.159873E+01,0.738129E+20
0.159876E+01,0.728277E+20
0.159880E+01,0.712650E+20
0.159883E+01,0.723246E+20
0.159887E+01,0.759845E+20
0.159890E+01,0.768654E+20
0.159893E+01,0.769236E+20
0.159897E+01,0.762839E+20
0.159900E+01,0.737280E+20
0.159903E+01,0.699713E+20
0.159907E+01,0.708264E+20
0.159910E+01,0.753746E+20
0.159913E+01,0.767869E+20
0.159917E+01,0.769087E+20
0.159920E+01,0.766421E+20
0.159924E+01,0.751500E+20
0.159927E+01,0.692209E+20
0.159930E+01,0.672612E+20
0.159934E+01,0.713264E+20
0.159937E+01,0.753046E+20
0.159940E+01,0.761452E+20
0.159944E+01,0.764016E+20
0.159947E+01,0.761542E+20
0.159950E+01,0.724146E+20
0.159954E+01,0.661870E+20
0.159957E+01,0.665695E+20
0.159960E+01,0.735035E+20
0.159964E+01,0.749450E+20
0.159967E+01,0.743716E+20
0.159970E+01,0.747547E+20
0.159974E+01,0.752676E+20
0.159977E+01,0.700051E+20
0.159981E+01,0.634820E+20
0.159984E+01,0.651830E+20
0.159987E+01,0.736365E+20
0.159991E+01,0.758091E+20
0.159994E+01,0.762499E+20
0.159997E+01,0.758592E+20
0.160001E+01,0.748872E+20
0.160004E+01,0.696717E+20
0.160007E+01,0.611710E+20
0.160011E+01,0.618650E+20
0.160014E+01,0.710706E+20
0.160017E+01,0.712949E+20
0.160021E+01,0.693236E+20
0.160024E+01,0.710961E+20
0.160027E+01,0.745515E+20
0.160031E+01,0.725408E+20
0.160034E+01,0.609177E+20
0.160037E+01,0.576344E+20
0.160041E+01,0.659286E+20
0.160044E+01,0.743007E+20
0.160047E+01,0.756127E+20
0.160050E+01,0.759949E+20
0.160054E+01,0.759335E+20
0.160057E+01,0.748594E+20
0.160060E+01,0.681729E+20
0.160064E+01,0.561249E+20
0.160067E+01,0.561899E+20
0.160070E+01,0.682070E+20
0.160074E+01,0.738303E+20
0.160077E+01,0.749253E+20
0.160080E+01,0.749655E+20
0.160084E+01,0.738867E+20
0.160087E+01,0.701456E+20
0.160090E+01,0.587444E+20
0.160094E+01,0.463257E+20
0.160097E+01,0.498562E+20
0.160100E+01,0.650312E+20
0.160103E+01,0.704515E+20
0.160107E+01,0.665676E+20
0.160110E+01,0.587745E+20
0.160113E+01,0.565572E+20
0.160117E+01,0.620933E+20
0.160120E+01,0.605008E+20
0.160123E+01,0.471723E+20
0.160126E+01,0.471521E+20
0.160130E+01,0.620751E+20
0.160133E+01,0.692505E+20
0.160136E+01,0.651756E+20
0.160140E+01,0.629271E+20
0.160143E+01,0.665023E+20
0.160146E+01,0.718926E+20
0.160150E+01,0.701867E+20
0.160153E+01,0.561537E+20
0.160156E+01,0.483863E+20
0.160159E+01,0.563370E+20
0.160163E+01,0.711067E+20
0.160166E+01,0.746109E+20
0.160169E+01,0.749213E+20
0.160172E+01,0.746563E+20
0.160176E+01,0.738343E+20
0.160179E+01,0.708269E+20
0.160182E+01,0.636650E+20
0.160186E+01,0.485448E+20
0.160189E+01,0.469597E+20
0.160192E+01,0.599047E+20
0.160195E+01,0.705467E+20
0.160199E+01,0.721827E+20
0.160202E+01,0.727106E+20
0.160205E+01,0.718243E+20
0.160208E+01,0.682311E+20
0.160212E+01,0.649965E+20
0.160215E+01,0.606345E+20
0.160218E+01,0.475658E+20
0.160222E+01,0.459791E+20
0.160225E+01,0.599838E+20
0.160228E+01,0.714420E+20
0.160231E+01,0.738049E+20
0.160235E+01,0.746215E+20
0.160238E+01,0.740713E+20
0.160241E+01,0.728067E+20
0.160244E+01,0.718295E+20
0.160248E+01,0.678441E+20
0.160251E+01,0.512051E+20
0.160254E+01,0.427109E+20
0.160257E+01,0.491046E+20
0.160261E+01,0.616617E+20
0.160264E+01,0.672487E+20
0.160267E+01,0.720857E+20
0.160270E+01,0.742657E+20
0.160274E+01,0.746155E+20
0.160277E+01,0.742637E+20
0.160280E+01,0.721722E+20
0.160283E+01,0.609767E+20
0.160287E+01,0.453775E+20
0.160290E+01,0.464356E+20
0.160293E+01,0.634193E+20
0.160296E+01,0.726834E+20
0.160299E+01,0.746253E+20
0.160303E+01,0.747579E+20
0.160306E+01,0.745933E+20
0.160309E+01,0.745825E+20
0.160312E+01,0.741954E+20
0.160316E+01,0.711163E+20
0.160319E+01,0.571014E+20
0.160322E+01,0.453825E+20
0.160325E+01,0.501817E+20
0.160329E+01,0.668293E+20
0.160332E+01,0.723630E+20
0.160335E+01,0.725076E+20
0.160338E+01,0.724904E+20
0.160341E+01,0.736153E+20
0.160345E+01,0.749430E+20
0.160348E+01,0.743660E+20
0.160351E+01,0.711701E+20
